r: 1, g: 1, u: 1, b: 1, w: 37
r: 1, g: 4, u: 9, b: 12, w: 15
r: 2, g: 3, u: 9, b: 12, w: 15
r: 3, g: 2, u: 9, b: 12, w: 15
r: 4, g: 1, u: 9, b: 12, w: 15
r: 1, g: 5, u: 8, b: 12, w: 15
r: 2, g: 4, u: 8, b: 12, w: 15
r: 3, g: 3, u: 8, b: 12, w: 15
r: 4, g: 2, u: 8, b: 12, w: 15
r: 5, g: 1, u: 8, b: 12, w: 15
r: 1, g: 6, u: 7, b: 12, w: 15
r: 2, g: 5, u: 7, b: 12, w: 15
r: 3, g: 4, u: 7, b: 12, w: 15
r: 4, g: 3, u: 7, b: 12, w: 15
r: 5, g: 2, u: 7, b: 12, w: 15
r: 6, g: 1, u: 7, b: 12, w: 15
r: 1, g: 7, u: 6, b: 12, w: 15
r: 2, g: 6, u: 6, b: 12, w: 15
r: 3, g: 5, u: 6, b: 12, w: 15
r: 4, g: 4, u: 6, b: 12, w: 15
r: 5, g: 3, u: 6, b: 12, w: 15
r: 6, g: 2, u: 6, b: 12, w: 15
r: 7, g: 1, u: 6, b: 12, w: 15
r: 1, g: 8, u: 5, b: 12, w: 15
r: 2, g: 7, u: 5, b: 12, w: 15
r: 3, g: 6, u: 5, b: 12, w: 15
r: 4, g: 5, u: 5, b: 12, w: 15
r: 5, g: 4, u: 5, b: 12, w: 15
r: 6, g: 3, u: 5, b: 12, w: 15
r: 7, g: 2, u: 5, b: 12, w: 15
r: 8, g: 1, u: 5, b: 12, w: 15
r: 1, g: 9, u: 4, b: 12, w: 15
r: 2, g: 8, u: 4, b: 12, w: 15
r: 3, g: 7, u: 4, b: 12, w: 15
r: 4, g: 6, u: 4, b: 12, w: 15
r: 5, g: 5, u: 4, b: 12, w: 15
r: 6, g: 4, u: 4, b: 12, w: 15
r: 7, g: 3, u: 4, b: 12, w: 15
r: 8, g: 2, u: 4, b: 12, w: 15
r: 9, g: 1, u: 4, b: 12, w: 15
r: 1, g: 10, u: 3, b: 12, w: 15
r: 2, g: 9, u: 3, b: 12, w: 15
r: 3, g: 8, u: 3, b: 12, w: 15
r: 4, g: 7, u: 3, b: 12, w: 15
r: 5, g: 6, u: 3, b: 12, w: 15
r: 6, g: 5, u: 3, b: 12, w: 15
r: 7, g: 4, u: 3, b: 12, w: 15
r: 8, g: 3, u: 3, b: 12, w: 15
r: 9, g: 2, u: 3, b: 12, w: 15
r: 10, g: 1, u: 3, b: 12, w: 15
r: 1, g: 11, u: 2, b: 12, w: 15
r: 2, g: 10, u: 2, b: 12, w: 15
r: 3, g: 9, u: 2, b: 12, w: 15
r: 4, g: 8, u: 2, b: 12, w: 15
r: 5, g: 7, u: 2, b: 12, w: 15
r: 6, g: 6, u: 2, b: 12, w: 15
r: 7, g: 5, u: 2, b: 12, w: 15
r: 8, g: 4, u: 2, b: 12, w: 15
r: 9, g: 3, u: 2, b: 12, w: 15
r: 10, g: 2, u: 2, b: 12, w: 15
r: 11, g: 1, u: 2, b: 12, w: 15
r: 1, g: 12, u: 1, b: 12, w: 15
r: 2, g: 11, u: 1, b: 12, w: 15
r: 3, g: 10, u: 1, b: 12, w: 15
r: 4, g: 9, u: 1, b: 12, w: 15
r: 5, g: 8, u: 1, b: 12, w: 15
r: 6, g: 7, u: 1, b: 12, w: 15
r: 7, g: 6, u: 1, b: 12, w: 15
r: 8, g: 5, u: 1, b: 12, w: 15
r: 9, g: 4, u: 1, b: 12, w: 15
r: 10, g: 3, u: 1, b: 12, w: 15
r: 11, g: 2, u: 1, b: 12, w: 15
r: 12, g: 1, u: 1, b: 12, w: 15
r: 1, g: 1, u: 13, b: 11, w: 15
r: 1, g: 2, u: 12, b: 11, w: 15
r: 2, g: 1, u: 12, b: 11, w: 15
r: 1, g: 3, u: 11, b: 11, w: 15
r: 2, g: 2, u: 11, b: 11, w: 15
r: 3, g: 1, u: 11, b: 11, w: 15
r: 1, g: 4, u: 10, b: 11, w: 15
r: 2, g: 3, u: 10, b: 11, w: 15
r: 3, g: 2, u: 10, b: 11, w: 15
r: 4, g: 1, u: 10, b: 11, w: 15
r: 1, g: 5, u: 9, b: 11, w: 15
r: 2, g: 4, u: 9, b: 11, w: 15
r: 3, g: 3, u: 9, b: 11, w: 15
r: 4, g: 2, u: 9, b: 11, w: 15
r: 5, g: 1, u: 9, b: 11, w: 15
r: 1, g: 6, u: 8, b: 11, w: 15
r: 2, g: 5, u: 8, b: 11, w: 15
r: 3, g: 4, u: 8, b: 11, w: 15
r: 4, g: 3, u: 8, b: 11, w: 15
r: 5, g: 2, u: 8, b: 11, w: 15
r: 6, g: 1, u: 8, b: 11, w: 15
r: 1, g: 7, u: 7, b: 11, w: 15
r: 2, g: 6, u: 7, b: 11, w: 15
r: 3, g: 5, u: 7, b: 11, w: 15
r: 4, g: 4, u: 7, b: 11, w: 15
r: 5, g: 3, u: 7, b: 11, w: 15
r: 6, g: 2, u: 7, b: 11, w: 15
r: 7, g: 1, u: 7, b: 11, w: 15
r: 1, g: 8, u: 6, b: 11, w: 15
r: 2, g: 7, u: 6, b: 11, w: 15
r: 3, g: 6, u: 6, b: 11, w: 15
r: 4, g: 5, u: 6, b: 11, w: 15
r: 5, g: 4, u: 6, b: 11, w: 15
r: 6, g: 3, u: 6, b: 11, w: 15
r: 7, g: 2, u: 6, b: 11, w: 15
r: 8, g: 1, u: 6, b: 11, w: 15
r: 1, g: 9, u: 5, b: 11, w: 15
r: 2, g: 8, u: 5, b: 11, w: 15
r: 3, g: 7, u: 5, b: 11, w: 15
r: 4, g: 6, u: 5, b: 11, w: 15
r: 5, g: 5, u: 5, b: 11, w: 15
r: 6, g: 4, u: 5, b: 11, w: 15
r: 7, g: 3, u: 5, b: 11, w: 15
r: 8, g: 2, u: 5, b: 11, w: 15
r: 9, g: 1, u: 5, b: 11, w: 15
r: 1, g: 10, u: 4, b: 11, w: 15
r: 2, g: 9, u: 4, b: 11, w: 15
r: 3, g: 8, u: 4, b: 11, w: 15
r: 4, g: 7, u: 4, b: 11, w: 15
r: 5, g: 6, u: 4, b: 11, w: 15
r: 6, g: 5, u: 4, b: 11, w: 15
r: 7, g: 4, u: 4, b: 11, w: 15
r: 8, g: 3, u: 4, b: 11, w: 15
r: 9, g: 2, u: 4, b: 11, w: 15
r: 10, g: 1, u: 4, b: 11, w: 15
r: 1, g: 11, u: 3, b: 11, w: 15
r: 2, g: 10, u: 3, b: 11, w: 15
r: 3, g: 9, u: 3, b: 11, w: 15
r: 4, g: 8, u: 3, b: 11, w: 15
r: 5, g: 7, u: 3, b: 11, w: 15
r: 6, g: 6, u: 3, b: 11, w: 15
r: 7, g: 5, u: 3, b: 11, w: 15
r: 8, g: 4, u: 3, b: 11, w: 15
r: 9, g: 3, u: 3, b: 11, w: 15
r: 10, g: 2, u: 3, b: 11, w: 15
r: 11, g: 1, u: 3, b: 11, w: 15
r: 1, g: 12, u: 2, b: 11, w: 15
r: 2, g: 11, u: 2, b: 11, w: 15
r: 3, g: 10, u: 2, b: 11, w: 15
r: 4, g: 9, u: 2, b: 11, w: 15
r: 5, g: 8, u: 2, b: 11, w: 15
r: 6, g: 7, u: 2, b: 11, w: 15
r: 7, g: 6, u: 2, b: 11, w: 15
r: 8, g: 5, u: 2, b: 11, w: 15
r: 9, g: 4, u: 2, b: 11, w: 15
r: 10, g: 3, u: 2, b: 11, w: 15
r: 11, g: 2, u: 2, b: 11, w: 15
r: 12, g: 1, u: 2, b: 11, w: 15
r: 1, g: 13, u: 1, b: 11, w: 15
r: 2, g: 12, u: 1, b: 11, w: 15
r: 3, g: 11, u: 1, b: 11, w: 15
r: 4, g: 10, u: 1, b: 11, w: 15
r: 5, g: 9, u: 1, b: 11, w: 15
r: 6, g: 8, u: 1, b: 11, w: 15
r: 7, g: 7, u: 1, b: 11, w: 15
r: 8, g: 6, u: 1, b: 11, w: 15
r: 9, g: 5, u: 1, b: 11, w: 15
r: 10, g: 4, u: 1, b: 11, w: 15
r: 11, g: 3, u: 1, b: 11, w: 15
r: 12, g: 2, u: 1, b: 11, w: 15
r: 13, g: 1, u: 1, b: 11, w: 15
r: 1, g: 1, u: 14, b: 10, w: 15
r: 1, g: 2, u: 13, b: 10, w: 15
r: 2, g: 1, u: 13, b: 10, w: 15
r: 1, g: 3, u: 12, b: 10, w: 15
r: 2, g: 2, u: 12, b: 10, w: 15
r: 3, g: 1, u: 12, b: 10, w: 15
r: 1, g: 4, u: 11, b: 10, w: 15
r: 2, g: 3, u: 11, b: 10, w: 15
r: 3, g: 2, u: 11, b: 10, w: 15
r: 4, g: 1, u: 11, b: 10, w: 15
r: 1, g: 5, u: 10, b: 10, w: 15
r: 2, g: 4, u: 10, b: 10, w: 15
r: 3, g: 3, u: 10, b: 10, w: 15
r: 4, g: 2, u: 10, b: 10, w: 15
r: 5, g: 1, u: 10, b: 10, w: 15
r: 1, g: 6, u: 9, b: 10, w: 15
r: 2, g: 5, u: 9, b: 10, w: 15
r: 3, g: 4, u: 9, b: 10, w: 15
r: 4, g: 3, u: 9, b: 10, w: 15
r: 5, g: 2, u: 9, b: 10, w: 15
r: 6, g: 1, u: 9, b: 10, w: 15
r: 1, g: 7, u: 8, b: 10, w: 15
r: 2, g: 6, u: 8, b: 10, w: 15
r: 3, g: 5, u: 8, b: 10, w: 15
r: 4, g: 4, u: 8, b: 10, w: 15
r: 5, g: 3, u: 8, b: 10, w: 15
r: 6, g: 2, u: 8, b: 10, w: 15
r: 7, g: 1, u: 8, b: 10, w: 15
r: 1, g: 8, u: 7, b: 10, w: 15
r: 2, g: 7, u: 7, b: 10, w: 15
r: 3, g: 6, u: 7, b: 10, w: 15
r: 4, g: 5, u: 7, b: 10, w: 15
r: 5, g: 4, u: 7, b: 10, w: 15
r: 6, g: 3, u: 7, b: 10, w: 15
r: 7, g: 2, u: 7, b: 10, w: 15
r: 8, g: 1, u: 7, b: 10, w: 15
r: 1, g: 9, u: 6, b: 10, w: 15
r: 2, g: 8, u: 6, b: 10, w: 15
r: 3, g: 7, u: 6, b: 10, w: 15
r: 4, g: 6, u: 6, b: 10, w: 15
r: 5, g: 5, u: 6, b: 10, w: 15
r: 6, g: 4, u: 6, b: 10, w: 15
r: 7, g: 3, u: 6, b: 10, w: 15
r: 8, g: 2, u: 6, b: 10, w: 15
r: 9, g: 1, u: 6, b: 10, w: 15
r: 1, g: 10, u: 5, b: 10, w: 15
r: 2, g: 9, u: 5, b: 10, w: 15
r: 3, g: 8, u: 5, b: 10, w: 15
r: 4, g: 7, u: 5, b: 10, w: 15
r: 5, g: 6, u: 5, b: 10, w: 15
r: 6, g: 5, u: 5, b: 10, w: 15
r: 7, g: 4, u: 5, b: 10, w: 15
r: 8, g: 3, u: 5, b: 10, w: 15
r: 9, g: 2, u: 5, b: 10, w: 15
r: 10, g: 1, u: 5, b: 10, w: 15
r: 1, g: 11, u: 4, b: 10, w: 15
r: 2, g: 10, u: 4, b: 10, w: 15
r: 3, g: 9, u: 4, b: 10, w: 15
r: 4, g: 8, u: 4, b: 10, w: 15
r: 5, g: 7, u: 4, b: 10, w: 15
r: 6, g: 6, u: 4, b: 10, w: 15
r: 7, g: 5, u: 4, b: 10, w: 15
r: 8, g: 4, u: 4, b: 10, w: 15
r: 9, g: 3, u: 4, b: 10, w: 15
r: 10, g: 2, u: 4, b: 10, w: 15
r: 11, g: 1, u: 4, b: 10, w: 15
r: 1, g: 12, u: 3, b: 10, w: 15
r: 2, g: 11, u: 3, b: 10, w: 15
r: 3, g: 10, u: 3, b: 10, w: 15
r: 4, g: 9, u: 3, b: 10, w: 15
r: 5, g: 8, u: 3, b: 10, w: 15
r: 6, g: 7, u: 3, b: 10, w: 15
r: 7, g: 6, u: 3, b: 10, w: 15
r: 8, g: 5, u: 3, b: 10, w: 15
r: 9, g: 4, u: 3, b: 10, w: 15
r: 10, g: 3, u: 3, b: 10, w: 15
r: 11, g: 2, u: 3, b: 10, w: 15
r: 12, g: 1, u: 3, b: 10, w: 15
r: 1, g: 13, u: 2, b: 10, w: 15
r: 2, g: 12, u: 2, b: 10, w: 15
r: 3, g: 11, u: 2, b: 10, w: 15
r: 4, g: 10, u: 2, b: 10, w: 15
r: 5, g: 9, u: 2, b: 10, w: 15
r: 6, g: 8, u: 2, b: 10, w: 15
r: 7, g: 7, u: 2, b: 10, w: 15
r: 8, g: 6, u: 2, b: 10, w: 15
r: 9, g: 5, u: 2, b: 10, w: 15
r: 10, g: 4, u: 2, b: 10, w: 15
r: 11, g: 3, u: 2, b: 10, w: 15
r: 12, g: 2, u: 2, b: 10, w: 15
r: 13, g: 1, u: 2, b: 10, w: 15
r: 1, g: 14, u: 1, b: 10, w: 15
r: 2, g: 13, u: 1, b: 10, w: 15
r: 3, g: 12, u: 1, b: 10, w: 15
r: 4, g: 11, u: 1, b: 10, w: 15
r: 5, g: 10, u: 1, b: 10, w: 15
r: 6, g: 9, u: 1, b: 10, w: 15
r: 7, g: 8, u: 1, b: 10, w: 15
r: 8, g: 7, u: 1, b: 10, w: 15
r: 9, g: 6, u: 1, b: 10, w: 15
r: 10, g: 5, u: 1, b: 10, w: 15
r: 11, g: 4, u: 1, b: 10, w: 15
r: 12, g: 3, u: 1, b: 10, w: 15
r: 13, g: 2, u: 1, b: 10, w: 15
r: 14, g: 1, u: 1, b: 10, w: 15
r: 1, g: 1, u: 15, b: 9, w: 15
r: 1, g: 2, u: 14, b: 9, w: 15
r: 2, g: 1, u: 14, b: 9, w: 15
r: 1, g: 3, u: 13, b: 9, w: 15
r: 2, g: 2, u: 13, b: 9, w: 15
r: 3, g: 1, u: 13, b: 9, w: 15
r: 1, g: 4, u: 12, b: 9, w: 15
r: 2, g: 3, u: 12, b: 9, w: 15
r: 3, g: 2, u: 12, b: 9, w: 15
r: 4, g: 1, u: 12, b: 9, w: 15
r: 1, g: 5, u: 11, b: 9, w: 15
r: 2, g: 4, u: 11, b: 9, w: 15
r: 3, g: 3, u: 11, b: 9, w: 15
r: 4, g: 2, u: 11, b: 9, w: 15
r: 5, g: 1, u: 11, b: 9, w: 15
r: 1, g: 6, u: 10, b: 9, w: 15
r: 2, g: 5, u: 10, b: 9, w: 15
r: 3, g: 4, u: 10, b: 9, w: 15
r: 4, g: 3, u: 10, b: 9, w: 15
r: 5, g: 2, u: 10, b: 9, w: 15
r: 6, g: 1, u: 10, b: 9, w: 15
r: 1, g: 7, u: 9, b: 9, w: 15
r: 2, g: 6, u: 9, b: 9, w: 15
r: 3, g: 5, u: 9, b: 9, w: 15
r: 4, g: 4, u: 9, b: 9, w: 15
r: 5, g: 3, u: 9, b: 9, w: 15
r: 6, g: 2, u: 9, b: 9, w: 15
r: 7, g: 1, u: 9, b: 9, w: 15
r: 1, g: 8, u: 8, b: 9, w: 15
r: 2, g: 7, u: 8, b: 9, w: 15
r: 3, g: 6, u: 8, b: 9, w: 15
r: 4, g: 5, u: 8, b: 9, w: 15
r: 5, g: 4, u: 8, b: 9, w: 15
r: 6, g: 3, u: 8, b: 9, w: 15
r: 7, g: 2, u: 8, b: 9, w: 15
r: 8, g: 1, u: 8, b: 9, w: 15
r: 1, g: 9, u: 7, b: 9, w: 15
r: 2, g: 8, u: 7, b: 9, w: 15
r: 3, g: 7, u: 7, b: 9, w: 15
r: 4, g: 6, u: 7, b: 9, w: 15
r: 5, g: 5, u: 7, b: 9, w: 15
r: 6, g: 4, u: 7, b: 9, w: 15
r: 7, g: 3, u: 7, b: 9, w: 15
r: 8, g: 2, u: 7, b: 9, w: 15
r: 9, g: 1, u: 7, b: 9, w: 15
r: 1, g: 10, u: 6, b: 9, w: 15
r: 2, g: 9, u: 6, b: 9, w: 15
r: 3, g: 8, u: 6, b: 9, w: 15
r: 4, g: 7, u: 6, b: 9, w: 15
r: 5, g: 6, u: 6, b: 9, w: 15
r: 6, g: 5, u: 6, b: 9, w: 15
r: 7, g: 4, u: 6, b: 9, w: 15
r: 8, g: 3, u: 6, b: 9, w: 15
r: 9, g: 2, u: 6, b: 9, w: 15
r: 10, g: 1, u: 6, b: 9, w: 15
r: 1, g: 11, u: 5, b: 9, w: 15
r: 2, g: 10, u: 5, b: 9, w: 15
r: 3, g: 9, u: 5, b: 9, w: 15
r: 4, g: 8, u: 5, b: 9, w: 15
r: 5, g: 7, u: 5, b: 9, w: 15
r: 6, g: 6, u: 5, b: 9, w: 15
r: 7, g: 5, u: 5, b: 9, w: 15
r: 8, g: 4, u: 5, b: 9, w: 15
r: 9, g: 3, u: 5, b: 9, w: 15
r: 10, g: 2, u: 5, b: 9, w: 15
r: 11, g: 1, u: 5, b: 9, w: 15
r: 1, g: 12, u: 4, b: 9, w: 15
r: 2, g: 11, u: 4, b: 9, w: 15
r: 3, g: 10, u: 4, b: 9, w: 15
r: 4, g: 9, u: 4, b: 9, w: 15
r: 5, g: 8, u: 4, b: 9, w: 15
r: 6, g: 7, u: 4, b: 9, w: 15
r: 7, g: 6, u: 4, b: 9, w: 15
r: 8, g: 5, u: 4, b: 9, w: 15
r: 9, g: 4, u: 4, b: 9, w: 15
r: 10, g: 3, u: 4, b: 9, w: 15
r: 11, g: 2, u: 4, b: 9, w: 15
r: 12, g: 1, u: 4, b: 9, w: 15
r: 1, g: 13, u: 3, b: 9, w: 15
r: 2, g: 12, u: 3, b: 9, w: 15
r: 3, g: 11, u: 3, b: 9, w: 15
r: 4, g: 10, u: 3, b: 9, w: 15
r: 5, g: 9, u: 3, b: 9, w: 15
r: 6, g: 8, u: 3, b: 9, w: 15
r: 7, g: 7, u: 3, b: 9, w: 15
r: 8, g: 6, u: 3, b: 9, w: 15
r: 9, g: 5, u: 3, b: 9, w: 15
r: 10, g: 4, u: 3, b: 9, w: 15
r: 11, g: 3, u: 3, b: 9, w: 15
r: 12, g: 2, u: 3, b: 9, w: 15
r: 13, g: 1, u: 3, b: 9, w: 15
r: 1, g: 14, u: 2, b: 9, w: 15
r: 2, g: 13, u: 2, b: 9, w: 15
r: 3, g: 12, u: 2, b: 9, w: 15
r: 4, g: 11, u: 2, b: 9, w: 15
r: 5, g: 10, u: 2, b: 9, w: 15
r: 6, g: 9, u: 2, b: 9, w: 15
r: 7, g: 8, u: 2, b: 9, w: 15
r: 8, g: 7, u: 2, b: 9, w: 15
r: 9, g: 6, u: 2, b: 9, w: 15
r: 10, g: 5, u: 2, b: 9, w: 15
r: 11, g: 4, u: 2, b: 9, w: 15
r: 12, g: 3, u: 2, b: 9, w: 15
r: 13, g: 2, u: 2, b: 9, w: 15
r: 14, g: 1, u: 2, b: 9, w: 15
r: 1, g: 15, u: 1, b: 9, w: 15
r: 2, g: 14, u: 1, b: 9, w: 15
r: 3, g: 13, u: 1, b: 9, w: 15
r: 4, g: 12, u: 1, b: 9, w: 15
r: 5, g: 11, u: 1, b: 9, w: 15
r: 6, g: 10, u: 1, b: 9, w: 15
r: 7, g: 9, u: 1, b: 9, w: 15
r: 8, g: 8, u: 1, b: 9, w: 15
r: 9, g: 7, u: 1, b: 9, w: 15
r: 10, g: 6, u: 1, b: 9, w: 15
r: 11, g: 5, u: 1, b: 9, w: 15
r: 12, g: 4, u: 1, b: 9, w: 15
r: 13, g: 3, u: 1, b: 9, w: 15
r: 14, g: 2, u: 1, b: 9, w: 15
r: 15, g: 1, u: 1, b: 9, w: 15
r: 1, g: 1, u: 16, b: 8, w: 15
r: 1, g: 2, u: 15, b: 8, w: 15
r: 2, g: 1, u: 15, b: 8, w: 15
r: 1, g: 3, u: 14, b: 8, w: 15
r: 2, g: 2, u: 14, b: 8, w: 15
r: 3, g: 1, u: 14, b: 8, w: 15
r: 1, g: 4, u: 13, b: 8, w: 15
r: 2, g: 3, u: 13, b: 8, w: 15
r: 3, g: 2, u: 13, b: 8, w: 15
r: 4, g: 1, u: 13, b: 8, w: 15
r: 1, g: 5, u: 12, b: 8, w: 15
r: 2, g: 4, u: 12, b: 8, w: 15
r: 3, g: 3, u: 12, b: 8, w: 15
r: 4, g: 2, u: 12, b: 8, w: 15
r: 5, g: 1, u: 12, b: 8, w: 15
r: 1, g: 6, u: 11, b: 8, w: 15
r: 2, g: 5, u: 11, b: 8, w: 15
r: 3, g: 4, u: 11, b: 8, w: 15
r: 4, g: 3, u: 11, b: 8, w: 15
r: 5, g: 2, u: 11, b: 8, w: 15
r: 6, g: 1, u: 11, b: 8, w: 15
r: 1, g: 7, u: 10, b: 8, w: 15
r: 2, g: 6, u: 10, b: 8, w: 15
r: 3, g: 5, u: 10, b: 8, w: 15
r: 4, g: 4, u: 10, b: 8, w: 15
r: 5, g: 3, u: 10, b: 8, w: 15
r: 6, g: 2, u: 10, b: 8, w: 15
r: 7, g: 1, u: 10, b: 8, w: 15
r: 1, g: 8, u: 9, b: 8, w: 15
r: 2, g: 7, u: 9, b: 8, w: 15
r: 3, g: 6, u: 9, b: 8, w: 15
r: 4, g: 5, u: 9, b: 8, w: 15
r: 5, g: 4, u: 9, b: 8, w: 15
r: 6, g: 3, u: 9, b: 8, w: 15
r: 7, g: 2, u: 9, b: 8, w: 15
r: 8, g: 1, u: 9, b: 8, w: 15
r: 1, g: 9, u: 8, b: 8, w: 15
r: 2, g: 8, u: 8, b: 8, w: 15
r: 3, g: 7, u: 8, b: 8, w: 15
r: 4, g: 6, u: 8, b: 8, w: 15
r: 5, g: 5, u: 8, b: 8, w: 15
r: 6, g: 4, u: 8, b: 8, w: 15
r: 7, g: 3, u: 8, b: 8, w: 15
r: 8, g: 2, u: 8, b: 8, w: 15
r: 9, g: 1, u: 8, b: 8, w: 15
r: 1, g: 10, u: 7, b: 8, w: 15
r: 2, g: 9, u: 7, b: 8, w: 15
r: 3, g: 8, u: 7, b: 8, w: 15
r: 4, g: 7, u: 7, b: 8, w: 15
r: 5, g: 6, u: 7, b: 8, w: 15
r: 6, g: 5, u: 7, b: 8, w: 15
r: 7, g: 4, u: 7, b: 8, w: 15
r: 8, g: 3, u: 7, b: 8, w: 15
r: 9, g: 2, u: 7, b: 8, w: 15
r: 10, g: 1, u: 7, b: 8, w: 15
r: 1, g: 11, u: 6, b: 8, w: 15
r: 2, g: 10, u: 6, b: 8, w: 15
r: 3, g: 9, u: 6, b: 8, w: 15
r: 4, g: 8, u: 6, b: 8, w: 15
r: 5, g: 7, u: 6, b: 8, w: 15
r: 6, g: 6, u: 6, b: 8, w: 15
r: 7, g: 5, u: 6, b: 8, w: 15
r: 8, g: 4, u: 6, b: 8, w: 15
r: 9, g: 3, u: 6, b: 8, w: 15
r: 10, g: 2, u: 6, b: 8, w: 15
r: 11, g: 1, u: 6, b: 8, w: 15
r: 1, g: 12, u: 5, b: 8, w: 15
r: 2, g: 11, u: 5, b: 8, w: 15
r: 3, g: 10, u: 5, b: 8, w: 15
r: 4, g: 9, u: 5, b: 8, w: 15
r: 5, g: 8, u: 5, b: 8, w: 15
r: 6, g: 7, u: 5, b: 8, w: 15
r: 7, g: 6, u: 5, b: 8, w: 15
r: 8, g: 5, u: 5, b: 8, w: 15
r: 9, g: 4, u: 5, b: 8, w: 15
r: 10, g: 3, u: 5, b: 8, w: 15
r: 11, g: 2, u: 5, b: 8, w: 15
r: 12, g: 1, u: 5, b: 8, w: 15
r: 1, g: 13, u: 4, b: 8, w: 15
r: 2, g: 12, u: 4, b: 8, w: 15
r: 3, g: 11, u: 4, b: 8, w: 15
r: 4, g: 10, u: 4, b: 8, w: 15
r: 5, g: 9, u: 4, b: 8, w: 15
r: 6, g: 8, u: 4, b: 8, w: 15
r: 7, g: 7, u: 4, b: 8, w: 15
r: 8, g: 6, u: 4, b: 8, w: 15
r: 9, g: 5, u: 4, b: 8, w: 15
r: 10, g: 4, u: 4, b: 8, w: 15
r: 11, g: 3, u: 4, b: 8, w: 15
r: 12, g: 2, u: 4, b: 8, w: 15
r: 13, g: 1, u: 4, b: 8, w: 15
r: 1, g: 14, u: 3, b: 8, w: 15
r: 2, g: 13, u: 3, b: 8, w: 15
r: 3, g: 12, u: 3, b: 8, w: 15
r: 4, g: 11, u: 3, b: 8, w: 15
r: 5, g: 10, u: 3, b: 8, w: 15
r: 6, g: 9, u: 3, b: 8, w: 15
r: 7, g: 8, u: 3, b: 8, w: 15
r: 8, g: 7, u: 3, b: 8, w: 15
r: 9, g: 6, u: 3, b: 8, w: 15
r: 10, g: 5, u: 3, b: 8, w: 15
r: 11, g: 4, u: 3, b: 8, w: 15
r: 12, g: 3, u: 3, b: 8, w: 15
r: 13, g: 2, u: 3, b: 8, w: 15
r: 14, g: 1, u: 3, b: 8, w: 15
r: 1, g: 15, u: 2, b: 8, w: 15
r: 2, g: 14, u: 2, b: 8, w: 15
r: 3, g: 13, u: 2, b: 8, w: 15
r: 4, g: 12, u: 2, b: 8, w: 15
r: 5, g: 11, u: 2, b: 8, w: 15
r: 6, g: 10, u: 2, b: 8, w: 15
r: 7, g: 9, u: 2, b: 8, w: 15
r: 8, g: 8, u: 2, b: 8, w: 15
r: 9, g: 7, u: 2, b: 8, w: 15
r: 10, g: 6, u: 2, b: 8, w: 15
r: 11, g: 5, u: 2, b: 8, w: 15
r: 12, g: 4, u: 2, b: 8, w: 15
r: 13, g: 3, u: 2, b: 8, w: 15
r: 14, g: 2, u: 2, b: 8, w: 15
r: 15, g: 1, u: 2, b: 8, w: 15
r: 1, g: 16, u: 1, b: 8, w: 15
r: 2, g: 15, u: 1, b: 8, w: 15
r: 3, g: 14, u: 1, b: 8, w: 15
r: 4, g: 13, u: 1, b: 8, w: 15
r: 5, g: 12, u: 1, b: 8, w: 15
r: 6, g: 11, u: 1, b: 8, w: 15
r: 7, g: 10, u: 1, b: 8, w: 15
r: 8, g: 9, u: 1, b: 8, w: 15
r: 9, g: 8, u: 1, b: 8, w: 15
r: 10, g: 7, u: 1, b: 8, w: 15
r: 11, g: 6, u: 1, b: 8, w: 15
r: 12, g: 5, u: 1, b: 8, w: 15
r: 13, g: 4, u: 1, b: 8, w: 15
r: 14, g: 3, u: 1, b: 8, w: 15
r: 15, g: 2, u: 1, b: 8, w: 15
r: 16, g: 1, u: 1, b: 8, w: 15
r: 1, g: 1, u: 17, b: 7, w: 15
r: 1, g: 2, u: 16, b: 7, w: 15
r: 2, g: 1, u: 16, b: 7, w: 15
r: 1, g: 3, u: 15, b: 7, w: 15
r: 2, g: 2, u: 15, b: 7, w: 15
r: 3, g: 1, u: 15, b: 7, w: 15
r: 1, g: 4, u: 14, b: 7, w: 15
r: 2, g: 3, u: 14, b: 7, w: 15
r: 3, g: 2, u: 14, b: 7, w: 15
r: 4, g: 1, u: 14, b: 7, w: 15
r: 1, g: 5, u: 13, b: 7, w: 15
r: 2, g: 4, u: 13, b: 7, w: 15
r: 3, g: 3, u: 13, b: 7, w: 15
r: 4, g: 2, u: 13, b: 7, w: 15
r: 5, g: 1, u: 13, b: 7, w: 15
r: 1, g: 6, u: 12, b: 7, w: 15
r: 2, g: 5, u: 12, b: 7, w: 15
r: 3, g: 4, u: 12, b: 7, w: 15
r: 4, g: 3, u: 12, b: 7, w: 15
r: 5, g: 2, u: 12, b: 7, w: 15
r: 6, g: 1, u: 12, b: 7, w: 15
r: 1, g: 7, u: 11, b: 7, w: 15
r: 2, g: 6, u: 11, b: 7, w: 15
r: 3, g: 5, u: 11, b: 7, w: 15
r: 4, g: 4, u: 11, b: 7, w: 15
r: 5, g: 3, u: 11, b: 7, w: 15
r: 6, g: 2, u: 11, b: 7, w: 15
r: 7, g: 1, u: 11, b: 7, w: 15
r: 1, g: 8, u: 10, b: 7, w: 15
r: 2, g: 7, u: 10, b: 7, w: 15
r: 3, g: 6, u: 10, b: 7, w: 15
r: 4, g: 5, u: 10, b: 7, w: 15
r: 5, g: 4, u: 10, b: 7, w: 15
r: 6, g: 3, u: 10, b: 7, w: 15
r: 7, g: 2, u: 10, b: 7, w: 15
